TotalRows
Total Borrower Account AR Logs: 2409

BorrowerAccountARMessageText_Value,AREventCreationDateTime_Value,BorrowerNumber_Value,ActionCodeShortValueText_Value,ResultCodeShortValueText_Value,UserSystemUserName_Value
Refund of $ approved.,4/22/2013,1001685605,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1001437105,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1001347355,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1001478636,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1001450602,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1001402200,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1001337076,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1001341757,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1001291139,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1002177762,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1002284805,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1002184895,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1002198618,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1002009226,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1002153951,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1002153487,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1001882267,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1001823483,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1001808360,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1001891179,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1001729149,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1001691586,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1001505954,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1001686837,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1001644063,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1001390207,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1001273772,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1001280743,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1001353195,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1001404796,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1001384302,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1001330885,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1001370872,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1001307431,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1001464440,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/22/2013,1001435230,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1001202271,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1001342781,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1002168762,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1002082619,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1001014146,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1000903558,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1002188093,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1002363862,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1002551862,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1001010168,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1001838805,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1001135968,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1002086146,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1001475121,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1001219646,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1001883402,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1001199536,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1000948874,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1001340119,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1001367710,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1001363712,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1002464810,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1001457788,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1001572515,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1001757007,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1001867894,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1001352546,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1001125175,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1001284332,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1000945678,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1002598022,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1001087544,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1002324294,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1002567502,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1001005801,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1002344339,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1001778701,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1002040826,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1001311035,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1002237124,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1000971265,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1001119847,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1002363462,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1002260238,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1002310080,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1001063530,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1002006645,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1001681149,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1001587762,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1000845157,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1001990422,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1002594978,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1001246184,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1002397445,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1001040706,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1002313995,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1001401944,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1001241968,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1001335793,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1002052420,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1001351945,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1000561802,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/23/2013,1002311877,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001031747,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001132226,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001038598,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001077106,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001217574,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001241165,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001335229,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001598535,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001580345,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001655701,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001598296,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001668580,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001953197,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001202271,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002259096,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002030049,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002028390,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001398670,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001148759,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002184895,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001808360,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001979170,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001770545,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002020001,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1000928380,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001809020,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001899575,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001274118,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001581242,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1000880698,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001086906,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001101721,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001203618,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001176049,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001266773,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001331636,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001563523,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001575070,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001631434,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001657664,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001691806,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002034580,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002059867,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002085385,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002155987,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002155091,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002025421,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001797983,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001775718,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001766156,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001618351,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001684299,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001650501,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001607751,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002584720,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001915154,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001911101,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002473015,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002443107,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002529126,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002600703,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002234116,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002264347,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002287746,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002201858,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002334042,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002213586,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002560046,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002526631,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002350221,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002332793,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002011953,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001961420,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001945670,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001798496,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001821106,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001834005,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001578006,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001696218,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001660036,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001666172,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001507827,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1001207669,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/24/2013,1002335297,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002553705,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002393229,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002066251,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1001969107,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002025010,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1001857155,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1001867789,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1001843981,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1001765153,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1001901959,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1001927750,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1001518707,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1001355756,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1001207211,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1001175489,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002614319,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1001937360,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002586316,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002511243,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1001491849,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1001176983,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1001849868,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1001714838,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002393258,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002339850,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002126384,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002106957,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002081788,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002028289,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002017021,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1001978371,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1001967628,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1001773917,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002203569,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002191439,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002186605,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002375084,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002308240,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002308240,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002092114,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1002082796,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1001791732,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1001829135,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1001889589,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1001874054,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1001898971,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1001541952,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1001543975,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1001659565,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1001574509,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1001585841,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1001511704,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1001507271,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1001490971,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1001567884,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1001572782,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1001273649,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1001282894,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1001287500,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1001330835,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1001287026,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1001343061,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1001394856,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1001357219,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1001361191,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/25/2013,1001214939,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1001895204,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1001895204,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1001425600,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1001918547,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1001252013,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1001819102,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1001817572,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1000917973,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1001397612,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1001861052,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1001487079,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1001422354,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1001448103,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1002002872,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1001749833,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1000826127,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1001460303,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1001054014,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1001120765,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1001423527,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1001419579,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1002119133,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1002307222,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1001318395,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1002208126,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1001044685,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1001348788,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1001480180,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1001530411,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1001365873,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1001144309,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1001410881,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1001988511,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1001350745,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1001977431,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1001970647,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1000900835,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1001185556,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1001600433,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1002142303,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1000616999,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1002018166,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1000681573,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1002368321,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1001395371,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1002207809,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1000486118,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1000767808,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1000456127,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1001375657,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1000586841,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1001447082,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1001550564,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1001113637,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1002141549,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1000480238,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1000652257,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1000876555,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1001872143,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1001365646,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1000943649,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1001421526,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1002110786,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1001261773,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1001075387,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1002021147,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1002591009,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1002159062,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1001516646,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1001320995,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1000909801,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1001237710,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1002400492,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1002207040,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1001421484,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1001285112,BROFSArv,BROFSAap,lained
Refund of $ approved.,4/27/2013,1001475332,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1001894568,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1002598749,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1002273032,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1000879331,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1000877312,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1001827989,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1001748398,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1002046551,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1001942376,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1002169114,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1002080235,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1002549643,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1001924865,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1002218153,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1002070747,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1002003109,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1002499570,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1002232256,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1001608327,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1001796672,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1002331063,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1001806089,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1002255939,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1001215239,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1001803881,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1002522362,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1001987066,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1002496940,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1002537679,BROFSArv,BROFSAap,lained
Refund of $ approved.,5/1/2013,1001325833,BROFSArv,BROFSAap,lained
