TotalRows
Total Borrower Account AR Logs: 883

BorrowerAccountARMessageText_Value,AREventCreationDateTime_Value,BorrowerNumber_Value,ActionCodeShortValueText_Value,ResultCodeShortValueText_Value,UserSystemUserName_Value
Refund of $125.46 approved.,5/7/2013,1010400622,BROFSArv,BROFSAap,lained
Refund of $1254 approved.,5/2/2013,1010643560,BROFSArv,BROFSAap,lained
Refund of $1254 approved.,5/7/2013,1010643560,BROFSArv,BROFSAap,lained
Refund of $126.14 approved.,6/17/2013,1010240191,BROFSArv,BROFSAap,lained
Refund of $135.25 approved.,5/7/2013,1010608183,BROFSArv,BROFSAap,lained
Refund of $146.93 approved.,9/3/2013,1003776533,BROFSArv,BROFSAap,lained
Refund of $160.59 approved.,5/7/2013,1010592012,BROFSArv,BROFSAap,lained
Refund of $1638 approved.,4/2/2013,1003726130,BROFSArv,BROFSAap,lained
Refund of $175.66 approved.,5/2/2013,1010523268,BROFSArv,BROFSAap,lained
Refund of $175.66 approved.,5/7/2013,1010523268,BROFSArv,BROFSAap,lained
Refund of $18.35 approved.,6/7/2013,1010462713,BROFSArv,BROFSAap,lained
Refund of $185 approved.,5/2/2013,1010328892,BROFSArv,BROFSAap,lained
Refund of $185 approved.,5/7/2013,1010328892,BROFSArv,BROFSAap,lained
Refund of $187.66 approved.,8/2/2013,1010226143,BROFSArv,BROFSAap,lained
Refund of $2028.57 approved.,6/26/2013,1010793653,BROFSArv,BROFSAap,lained
Refund of $206 approved.,8/27/2013,1010451530,BROFSArv,BROFSAap,lained
Refund of $211.72 approved.,4/2/2013,1003735717,BROFSArv,BROFSAap,lained
Refund of $224 approved.,7/2/2013,1010066781,BROFSArv,BROFSAap,lained
Refund of $225 approved.,5/2/2013,1010125978,BROFSArv,BROFSAap,lained
Refund of $225 approved.,5/7/2013,1010125978,BROFSArv,BROFSAap,lained
Refund of $2275 approved.,5/2/2013,1010793645,BROFSArv,BROFSAap,lained
Refund of $2275 approved.,5/7/2013,1010793645,BROFSArv,BROFSAap,lained
Refund of $243.08 approved.,6/10/2013,1010617398,BROFSArv,BROFSAap,lained
Refund of $2505.17 approved.,5/2/2013,1010175469,BROFSArv,BROFSAap,lained
Refund of $2505.17 approved.,5/7/2013,1010175469,BROFSArv,BROFSAap,lained
Refund of $257.53 approved.,5/7/2013,1003733152,BROFSArv,BROFSAap,lained
Refund of $26.42 approved.,4/2/2013,1009785928,BROFSArv,BROFSAap,lained
Refund of $27.43 approved.,5/2/2013,1009903169,BROFSArv,BROFSAap,lained
Refund of $270.61 approved.,5/29/2013,1010044822,BROFSArv,BROFSAap,burrene
Refund of $2850 approved.,6/12/2013,1010164295,BROFSArv,BROFSAap,lained
Refund of $300 approved.,8/16/2013,1010422669,BROFSArv,BROFSAap,lained
Refund of $3026.58 approved.,6/25/2013,1010125101,BROFSArv,BROFSAap,lained
Refund of $3027.52 approved.,5/2/2013,1010288652,BROFSArv,BROFSAap,lained
Refund of $3027.52 approved.,5/7/2013,1010288652,BROFSArv,BROFSAap,lained
Refund of $306.29 approved.,7/26/2013,1011345569,BROFSArv,BROFSAap,lained
Refund of $334.45 approved.,5/22/2013,1010523268,BROFSArv,BROFSAap,lained
Refund of $366.66 approved.,5/2/2013,1010250821,BROFSArv,BROFSAap,lained
Refund of $366.66 approved.,5/7/2013,1010250821,BROFSArv,BROFSAap,lained
Refund of $373.5 approved.,7/16/2013,1010821245,BROFSArv,BROFSAap,lained
Refund of $3806.34 approved.,6/7/2013,1011334328,BROFSArv,BROFSAap,lained
Refund of $382.47 approved.,5/2/2013,1010321181,BROFSArv,BROFSAap,lained
Refund of $382.47 approved.,5/7/2013,1010321181,BROFSArv,BROFSAap,lained
Refund of $4223.31 approved.,6/3/2013,1011287135,BROFSArv,BROFSAap,burrene
Refund of $429.6 approved.,5/2/2013,1010360249,BROFSArv,BROFSAap,lained
Refund of $429.6 approved.,5/7/2013,1010360249,BROFSArv,BROFSAap,lained
Refund of $438.99 approved.,6/17/2013,1010210466,BROFSArv,BROFSAap,lained
Refund of $447.81 approved.,5/22/2013,1003781880,BROFSArv,BROFSAap,lained
Refund of $45 approved.,5/10/2013,1003866759,BROFSArv,BROFSAap,lained
Refund of $5026 approved.,6/3/2013,1010323402,BROFSArv,BROFSAap,lained
Refund of $53.5 approved.,5/2/2013,1010302218,BROFSArv,BROFSAap,lained
Refund of $53.5 approved.,5/7/2013,1010302218,BROFSArv,BROFSAap,lained
Refund of $531.49 approved.,8/16/2013,1010438389,BROFSArv,BROFSAap,lained
Refund of $595.09 approved.,8/16/2013,1011667936,BROFSArv,BROFSAap,lained
Refund of $603.39 approved.,5/29/2013,1010031592,BROFSArv,BROFSAap,burrene
Refund of $63.97 approved.,5/2/2013,1010515043,BROFSArv,BROFSAap,lained
Refund of $63.97 approved.,5/7/2013,1010515043,BROFSArv,BROFSAap,lained
Refund of $67 approved.,8/13/2013,1003832741,BROFSArv,BROFSAap,lained
Refund of $719.47 approved.,7/19/2013,1003728120,BROFSArv,BROFSAap,lained
Refund of $775.84 approved.,8/5/2013,1009909014,BROFSArv,BROFSAap,lained
Refund of $79.46 approved.,5/10/2013,1010197900,BROFSArv,BROFSAap,lained
Refund of $81.55 approved.,4/2/2013,1010003449,BROFSArv,BROFSAap,lained
Refund of $90.76 approved.,5/22/2013,1009714956,BROFSArv,BROFSAap,lained
Refund of $938 approved.,5/20/2013,1010023940,BROFSArv,BROFSAap,lained
Refund of $986.35 approved.,8/29/2013,1003781880,BROFSArv,BROFSAap,lained
REFUND WILL BE APPROVED AFTER APPROVAL BY LEAD ,4/1/2013,1009768211,BROFSArv,BROFSAap,greshae

